POND #,PONDNAME,DATE,"LONG (NAD83,DD)","LAT (NAD83,DD)",SO4 (mg L-1),NO3 (mg L-1),Cl (mg L-1),F (mg L-1),ANC (µeq L-1),DIC (mg L-1),DOC (mg L-1),TOTAL P1 (mg L-1),TOTAL P2 (mg L-1),SIO2 (mg L-1),Ca (mg L-1),Mg (mg L-1),Na (mg L-1),K (mg L-1),NH4 (mg L-1),TDAl (µg L-1),TAl (µg L-1),Fe (mg L-1),Mn (mg L-1),Pb (mg L-1),Zn (mg L-1),FIELDPH,LAB_pH,AIR_EQ_pH,TRUCOLOR (PtCo),SCONDUCT (µmhos cm-1)
060161,SPRING POND,7/22/1986,74.74684722,44.09672778,4.32,0,0.21,0.028,-7.2,0.18,2.6,0.011,0.005,0.2,1.07,0.19,0.24,0.23,0,70,,0,0.045,0,0.012,4.95,4.98,4.99,5,16.3
060162,GRAVES POND,8/13/1985,74.75768056,44.09839444,5.08,0,0.25,0.056,45.4,0.88,2.9,0.005,0.006,1.5,2.29,0.38,0.51,0.24,,,26,0.039,0.031,0,0.011,6.11,6.49,6.82,10,20.2
060163,OTTER POND,7/22/1986,74.73101389,44.11395,5.29,0.05,0.27,0.065,18.8,0.4,3,0.009,0.005,3.1,2.13,0.33,0.38,0.2,0,44,,0.008,0.048,0,0.01,5.97,6.17,6.21,15,19.8
060164,IRON POND,8/13/1985,74.724625,44.11589444,5.41,0.1,0.26,0.08,30.8,0.52,2.9,0.002,,3,2.4,0.36,0.43,0.23,,,22,0.01,0.034,0.001,0.015,5.68,6.41,6.49,5,20.8
060165,LAKE MARION,7/22/1986,74.71740278,44.12061667,5.39,0.12,0.27,0.036,13.2,0.3,2.6,0.003,0.002,3,2.05,0.3,0.37,0.21,0.01,64,,0.02,0.064,0,0.01,5.89,5.97,5.89,10,20.1
060166,TRIANGLE POND,8/13/1985,74.70684444,44.13117222,4.76,0,0.17,0.08,5.9,0.16,2.5,0.004,0.004,0.2,1.55,0.21,0.38,0.16,,,66,0.173,0.056,0.001,0.013,5.42,5.46,5.49,15,16.2
060167,PANTHER POND,8/13/1985,74.7024,44.13395,5.05,0.07,0.25,0.06,9.1,0.44,1.3,0.001,0.001,1.6,1.53,0.2,0.34,0.18,,,77,0.008,0.085,0.001,0.012,5.11,5.21,5.22,0,18
060169,TOMAR POND,8/7/1985,74.80323611,44.06533889,3.55,0,0.22,0.172,27.1,2.08,9.9,0.017,0.016,1.1,1.69,0.39,0.71,0.25,0.01,,160,0.33,0.048,0,0.005,4.95,5.54,6.04,80,17.7
060170,HALFMOON POND,8/7/1985,74.82546111,44.08200556,5.34,0,0.25,0.061,-1.1,1.22,4.6,0.013,0.013,0.3,1.54,0.26,0.53,0.31,,,300,0.194,0.063,0,0.009,5.3,5.2,5.34,20,20.2
060171,TAMARACK POND,8/7/1985,74.84212778,44.07533889,4.15,0,0.18,0.075,31.7,0.68,6.1,0.011,0.006,0.8,1.97,0.3,0.5,0.39,0.01,,46,0.075,0.018,0,0.007,5.14,6.12,6.4,25,17.9
060172,HIGH POND,7/30/1984,74.83629444,44.08089444,4.08,0,0.2,0.084,8.5,0.56,4,0.009,0.008,0.3,1.12,0.2,0.34,0.22,0.03,104,,0.114,0.029,,,5.08,5.15,5.16,20,15.6
060173,GRASS POND,8/7/1985,74.79962778,44.08533889,4.77,0.06,0.22,0.079,38.3,0.59,4,0.007,0.007,2.6,2.15,0.42,0.61,0.35,0,,46,0.018,0.015,0,0.006,5.68,6.56,6.66,10,20.7
060176,CLEAR POND,8/6/1985,74.76518056,44.04395,4.43,0,0.18,0.063,64.8,0.87,4.9,0.002,0.001,1.8,2.44,0.44,0.55,0.33,,,23,0.042,0.012,0,0.001,6.26,6.86,6.74,15,20.6
060177,UNNAMED POND,8/6/1985,74.75073333,44.04283889,2.83,0,0.12,0.079,18.6,0.55,11.3,0.019,0.018,1.7,1.81,0.24,0.49,0.18,,,119,0.387,0.038,0,0.005,5.1,5.59,5.65,140,15.7
060178,BRIDGE BROOK POND,7/26/1984,74.56933889,44.16256111,5.29,0,0.35,0.084,74.3,1.25,7.3,0.012,0.012,3.7,2.51,0.62,0.99,0.28,0.01,56,,0.142,0.015,,,5.86,6.37,6.68,70,25.3
060179,BLACK POND,8/6/1985,74.58572778,44.15089444,3.37,0,0.23,0.068,17.9,3.32,12.1,0.031,0.03,1.3,1.44,0.31,0.6,0.55,,,98,0.67,0.042,0.002,0.003,5.12,5.11,5.36,140,17.7
060181,MCBRIDE POND,8/4/1986,74.431,44.17033889,6.2,0,0.28,0.058,34.9,0.67,4.5,0.006,0.003,1.5,2.5,0.36,0.58,0.11,0,42,,0.03,0.019,0,0.009,6.28,6.29,6.45,15,22.1
060182,LITTLE SIMON POND,8/12/1985,74.44294444,44.16172778,7.32,0.37,0.32,0.07,11.4,0.26,2.8,0.002,0.009,5.1,2.28,0.38,0.61,0.38,,,128,0.018,0.056,0,0.015,5.69,5.71,5.66,5,24.1
060183,MOODY POND,8/4/1986,74.42211111,44.20894722,5.36,0,0.28,0.047,43.8,0.48,8.9,0.008,0.009,4.6,2.73,0.43,0.69,0.07,0,90,,0.025,0.003,0,0.006,6.21,6.28,6.28,50,22.6
060185,LINE POND,8/11/1986,74.40072222,44.19089167,3.97,0,0.26,0.024,92.8,1.99,10.9,0.026,,3.2,3.34,0.4,0.64,0.13,0,125,,0.151,0.018,0,0.002,5.78,6.19,6.77,80,23.8
060188,PANTHER POND,7/24/1986,74.33849722,44.22839167,8.06,0.27,34.3,0.033,113.7,1.73,4.2,0.008,0.018,5.7,6.17,0.9,18.9,0.36,0,33,,0.081,0.044,0,0.006,6.3,6.91,7.08,15,164.3
060189,ROLL BANK POND,7/26/1984,74.34405278,44.20616944,6.71,0,0.31,0.022,111.5,2.42,9.6,0.014,0.014,1.9,4.35,0.68,1.01,0.13,0,88,,0.113,0.009,,,5.96,6.17,6.84,110,34.2
060190,TIFF POND,8/13/1985,74.32988611,44.21478056,6.91,0,0.26,0.025,67.2,0.91,6.1,0.005,0.006,1.7,2.97,0.42,0.76,0.22,0,,37,0.008,0.01,0,0.003,5.72,6.63,6.82,20,25.6
060191,STONY CREEK PONDS,7/26/1984,74.31433056,44.21144722,5.88,0.18,0.39,0.025,204.6,2.7,4.3,0.013,0.016,9.7,4.82,1.01,1.26,0.25,0,53,,0.209,0.013,,,6.35,6.82,7.12,45,40.1
060192,UNNAMED (CALKINS) POND,8/11/1986,74.31794167,44.21783611,3.4,0,0.74,0.014,213.2,4.21,9.5,0.019,0.023,7.1,4.69,0.71,1.07,0.15,0.01,69,,0.198,0.013,0,0.003,6.13,6.49,7.27,90,35.2
060193,MUD POND,7/26/1984,74.29516389,44.22311389,8.26,0.08,0.38,0.043,103.2,1.33,5,0.009,0.008,8.4,4.48,0.67,1.07,0.17,0.11,45,,0.09,0.017,,,6.22,6.73,6.97,30,37.4
060194,UNNAMED (LOST) POND,7/19/1985,74.303775,44.21394722,6.89,0,0.33,0.028,131.2,3.49,8.1,0.021,,2.7,4.2,0.65,1.08,0.29,0.05,,81,0.137,0.034,0.001,0.001,6.12,6.28,7.05,55,34.2
060195,PICKEREL POND,7/26/1984,74.29266111,44.19505833,5.82,0,0.43,0.025,187,4.3,9.5,0.011,0.019,6.6,5.06,0.86,1.4,0.2,0,98,,0.167,0.031,,,5.9,6.25,7.02,110,38.2
060196,ROCK POND,8/6/1986,74.30238333,44.19061389,8.59,0.02,0.34,0.029,73.1,0.96,9.3,0.025,0.008,4.6,3.72,0.59,0.8,0.2,0,,,0.031,0.006,0,0.006,6.04,6.58,6.69,60,30.1
060204,BEAVER POND,8/3/1984,74.17210278,44.212,6.08,0,0.35,0.029,14.5,0.59,6.1,0.027,0.023,0.1,2.33,0.37,0.67,0.17,0.01,103,,0.308,0.01,,,5.99,5.43,5.53,30,26
060207,PALMER POND,7/26/1984,74.30655,44.176725,5.89,0,0.35,0.02,139.5,1.8,7.2,0.022,0.023,1.7,4.31,0.66,1,0.23,0,55,,0.065,0.005,,,6.12,6.78,7.07,70,33.1
060211,LOWER MOOSE POND,8/2/1985,74.41488611,44.07672778,6.18,0.2,0.33,0.103,179.2,2.29,4.8,0.017,0.015,5,4.34,0.9,1.06,0.39,0.03,,40,0.01,0.004,0,0.005,6.47,7.63,7.24,15,37.4
060212,UPPER MOOSE POND,8/4/1986,74.411275,44.07339444,6.04,0.3,0.36,0.07,131,1.67,4.7,0.002,0.002,5.6,3.95,0.8,0.91,0.2,0,41,,0.026,0,0,0.008,6.49,6.95,7.05,20,32.7
060213,LOWER COUNTY LINE POND,7/26/1984,74.32182778,44.12006111,4.96,0,0.33,0.04,191.6,4.71,5.8,0.019,0.019,5.8,4.52,0.85,0.93,0.19,0,70,,0.194,0.081,,,5.9,6.26,7.26,55,35.3
060214,MIDDLE COUNTY LINE POND,7/26/1984,74.31182778,44.12561667,5,0,0.19,0.037,26.7,2.57,8.4,0.012,0.011,3.7,2.33,0.48,0.53,0.15,0,79,,0.141,0.021,,,5.14,5.4,6,80,22.5
060215,UPPER COUNTY LINE POND,7/26/1984,74.31182778,44.12839444,3.15,0,0.21,0.011,25,0.61,7,0.02,0.019,0.8,1.77,0.35,0.36,0.18,0,19,,0.026,0.021,,,5.79,5.97,6.13,55,15.9
060217,BRUEYER POND,8/13/1985,74.29543889,44.13617222,7.34,0,0.27,0.029,124.4,2.49,9.3,0.019,0.019,1,4.3,0.62,1.14,0.15,0,,65,0.05,0.014,0,0.001,6.48,6.51,7.16,45,34.2
060218,UPPER BRUEYER POND,8/13/1985,74.29627222,44.14367222,11.05,0.04,0.45,0.03,265.7,3.6,9.3,0.084,0.076,4.7,6.23,0.99,2.15,0.32,,,2060,0.116,0.007,0,0.003,6.31,7.12,7.54,55,56.2
060219,SEWARD POND,7/26/1984,74.25071389,44.12756111,8.16,0,0.32,0.021,32.2,0.39,4.4,0.009,0.011,5.1,3.35,0.35,0.78,0.21,0,99,,0.021,0.012,,,5.83,6.26,6.28,20,29.3
060222,SHAW POND,7/25/1984,74.18431944,44.04561667,4.52,0,0.21,0.046,136.4,1.61,8.2,0.018,0.02,1.5,3.86,0.66,0.53,0.23,0,20,,0.112,0.008,,,6.32,6.81,7.19,55,25.4
060223,LATHAM POND,8/4/1986,74.25904722,44.09589444,6.36,0.03,0.22,0.001,99.2,1.18,12.8,0.018,0.016,5.8,4.36,0.52,0.85,0.05,0,228,,0.09,0.001,0,0.005,6.12,6.51,6.78,90,29.9
060225C,UNNAMED POND,8/4/1986,74.24043611,44.10672778,6.36,0.02,0.27,0,86.2,1.49,11.1,,0.022,6.4,4.17,0.38,0.82,0,0.01,241,,0.153,0.005,0,0.003,5.96,6.25,6.64,70,28.2
060230,MOUNTAIN POND,8/4/1986,74.14432222,44.14088889,5.29,0.09,0.17,0.005,104.6,1.05,7.7,0.014,0.012,5.9,3.14,0.43,0.72,0.09,0.05,163,,0.206,0.022,0,0.003,5.98,6.52,6.73,50,24
060231,ROCK POND,7/25/1984,74.13681944,44.12894722,8.07,0,0.26,0.025,103.4,1.3,5.9,0.01,0.008,2.1,4.06,0.6,0.93,0.07,0,96,,0.038,0.002,,,6.23,6.81,6.78,30,30.3
060233,MOOSE POND,8/4/1986,74.07404167,44.18116389,5.88,0.04,0.17,0.022,16.5,0.96,6.5,0.012,0.01,4.7,2.4,0.41,0.41,0.09,0.01,244,,0.225,0.041,0,0.013,5.52,5.66,5.82,45,20.1
060234,BLACK POND,7/25/1984,74.07765278,44.197275,6.02,0,0.21,0.051,31.1,0.59,3.5,0.005,0.006,1.6,2.02,0.5,0.32,0.12,0,56,,0.099,0.016,,,5.9,6.2,6.32,15,18.6
060235,DUCK HOLE,8/4/1986,74.10904167,44.1395,5.98,0.05,0.16,0.005,2.3,0.3,4.6,0.002,0.003,6,1.96,0.26,0.44,0.03,0,257,,0.052,0.025,0,0.013,5.02,5.16,5.13,20,20.2
060237,LOST POND,7/25/1984,74.03515,44.16199722,5.75,0.03,0.14,0.023,-16.4,0.27,3.4,0.006,0.006,0.5,1.04,0.2,0.21,0.08,0.01,398,,0.086,0.016,,,4.59,4.67,4.67,20,20.9
060238,LOWER PRESTON POND,8/4/1986,74.10070833,44.13755556,6.08,0.1,0.19,0.006,0.1,0.31,4.9,0.003,0.004,5.2,1.92,0.35,0.43,0.04,0,318,,0.038,0.024,0,0.01,5.08,5.08,4.93,15,21.2
060239,UPPER PRESTON POND,8/4/1986,74.09154167,44.13366667,6.08,0.19,0.22,0.011,5,0.31,2.9,0.003,0.002,5,2.18,0.33,0.46,0.06,0.01,174,,0.016,0.027,0,0.008,5.55,5.55,5.56,10,21.1
060240,HUNTER POND,8/8/1986,74.07903889,44.12533333,7.3,,0.17,0.021,29.1,1.53,7.6,0.018,0.032,4.4,2.48,0.37,0.46,0.03,0.01,292,,0.066,0.047,0,0.008,5.23,5.74,6.21,50,22.8
060241A,JENNINGS MEMORIAL POND,7/23/1986,74.42571667,43.97089444,5.18,0.13,4.4,0.071,151.2,2.85,8.5,0.015,0.017,9.3,4.12,0.97,4.18,0.39,0,104,,0.359,0.028,0,0.006,6.54,6.8,7.26,70,56.8
060244,SHAW POND,7/23/1986,74.40405,43.97061667,4.62,0.06,4.83,0.073,171.7,2.89,12.7,0.018,0.025,9.4,3.74,0.9,4.29,0.3,0,171,,0.498,0.061,0,0.01,6.42,6.45,7.14,133,51.2
060245,SOUTH POND,8/1/1986,74.45432778,43.92867222,5.45,0.04,1.47,0.081,12.7,0.37,4.4,0.004,0.003,4.5,2.04,0.39,1.14,0.2,0.01,188,,0.062,0.09,0,0.017,5.63,5.75,5.66,25,25.2
060246,MUD POND,7/31/1985,74.43877222,43.89811944,5.69,0,0.35,0.095,67.2,0.77,6.5,0.03,,3.3,2.03,0.71,1.18,0.42,0,,101,0.023,0.004,0,0.002,6.64,6.75,6.86,25,24.5
060247,SALMON POND,8/1/1986,74.37793611,43.90756389,5.37,0.03,0.22,0.068,4.1,0.5,4.1,0.002,0.002,4.9,1.74,0.34,0.52,0.11,0,255,,0.076,0.069,0,0.015,5.33,5.32,5.13,25,20.2
060247A,OWLS HEAD POND,8/16/1984,74.50738611,43.94228333,6.77,0,0.33,0.093,10.3,0.18,3.2,0.006,0.006,2.1,2.11,0.38,0.49,0.25,0.03,65,,0.032,0.042,,,6.23,5.99,5.87,5,23.3
060250,MUD POND,8/12/1985,74.42933056,44.01200556,6.65,0,0.28,0.092,168.1,2.06,5.7,0.008,0.008,3.5,4.41,0.69,0.9,0.34,,,37,0.03,0.006,0,0.003,6.34,7.28,7.13,25,34.9
060251,MOSQUITO POND,8/4/1986,74.451275,44.02950556,5.29,0,0.16,0.054,201.3,2.49,10.7,0.02,0.01,5.6,5.85,0.7,0.56,0.11,0,102,,0.102,0.012,0,0.008,6.37,6.9,7.16,60,35.6
060252,ROCK POND,8/12/1985,74.42405278,44.02228333,6.47,0.04,0.3,0.083,133.1,1.57,4.5,0.004,0.007,2.9,3.83,0.61,0.8,0.38,,,25,0.023,0.008,0,0.004,6.09,7.33,7.06,15,32.1
060255,GRAMPUS LAKE,8/2/1985,74.48516667,44.02311667,5.93,0.1,0.27,0.069,136.4,1.75,4.7,0.007,0.006,5.1,3.85,0.61,0.79,0.41,0.02,,35,0.07,0.001,0.016,0.002,6.18,7.22,7.16,15,31.8
060256,MOONSHINE POND,7/23/1986,74.42127778,44.12561667,4.01,0,0.23,0.051,82.5,1.11,8.8,0.013,0.012,0.2,2.43,0.4,0.53,0.3,0,37,,0.029,0.004,0,0.001,6.28,6.57,6.82,45,22.3
060257,MOHEGAN LAKE,8/4/1986,74.47322222,44.04672778,5.07,0.05,0.26,0.068,133.7,1.4,9.2,0.006,0.007,5.4,3.91,0.73,0.82,0.38,0,100,,0.067,0.005,0,0.005,6.16,6.86,7.01,60,30
060268,LOWER CAT POND,7/11/1985,74.53766944,44.03478333,6.57,0.04,14.05,0.131,56.8,0.57,6.6,0.011,0.011,3.3,3.87,0.54,8.55,0.36,,,175,0.117,0.019,0.002,0.019,6.14,5.15,6.43,40,73.9
060269,MIDDLE CAT POND,7/12/1985,74.51961111,44.03645,6.52,0,38.72,0.164,88.3,1.72,6.3,0.009,0.009,1.2,6.24,0.81,19.94,0.35,,,82,0.058,0.012,0,0.008,6.24,6.36,6.96,30,148.7
060270,UPPER CAT POND,7/12/1985,74.51988889,44.03895,6.66,0,67,0.188,92.2,1.61,5.6,0.025,0.013,0.7,8.35,0.88,34.23,0.55,,,107,0.119,0.034,0,0.007,6.15,6.36,7,30,235.2
060272,FIRST ANTHONY POND,8/9/1985,74.35293889,44.08033889,5.61,0.05,0.27,0.092,201.8,2.55,3.6,0.008,0.006,4.4,4.4,0.88,1.09,0.37,0.01,,50,0.034,0.005,0.001,0.003,6.39,7.44,7.39,15,36.7
060273,SECOND ANTHONY POND,8/4/1986,74.37516389,44.07950556,4.85,0,0.3,0.085,201.5,2.57,5.5,0.006,0.006,4.4,4.44,0.86,1.04,0.21,0,40,,0.077,0.01,0,0.005,6.39,7.14,7.27,30,34.6
060274,THIRD ANTHONY POND,8/9/1985,74.38960833,44.06978333,5.6,0,0.32,0.12,180,2.32,4.3,0.009,0.025,2.4,4.18,0.83,1.12,0.34,0.02,,35,0.022,0,0,0.004,6.41,7.22,7.2,15,35.2
060275,HEDGEHOG POND,8/4/1986,74.38710833,44.07978333,4.34,0,0.27,0.058,176.1,2.6,7.9,0.017,0.012,2.4,3.95,0.81,0.95,0.27,0,35,,0.073,0,0,0.003,6.46,6.88,7.23,50,31.4
060278,PILGRIM POND,7/22/1986,74.66156111,43.92700556,6.64,0.12,0.29,0.043,-5.5,0.36,2.3,0.004,0.005,2.2,1.09,0.23,0.4,0.2,0.03,430,,0.038,0.073,0,0.019,4.75,4.71,4.7,10,25
060292,GRASS POND,8/17/1984,74.57544444,43.87339722,5.64,0,0.23,0.075,-2.8,0.19,3.4,0.018,0.01,0,1.61,0.27,0.37,0.15,0.01,119,,0.105,0.047,,,5.23,5.14,5.14,10,20.6
060294,LOWER SARGENT POND,8/1/1984,74.56683056,43.85950833,5.39,0,0.34,0.065,121.5,1.24,3.7,0.011,0.014,4.2,2.87,0.63,0.88,0.36,0,22,,0.012,0.001,,,7.1,7.34,7.17,15,28.3
060295,MIDDLE SARGENT POND,8/1/1984,74.55683056,43.861175,4.28,0,0.14,0.031,59.1,0.58,5.2,0.018,0.025,0.1,2.47,0.41,0.06,0.14,0,22,,0.025,0.007,,,6.55,6.95,6.82,25,19.7
060296,UPPER SARGENT POND,8/1/1984,74.55099722,43.86506389,6.4,0,0.33,0.113,73.2,0.84,3.3,0.023,,4.9,2.76,0.53,0.72,0.33,0,25,,0.013,0.001,,,6.69,6.93,6.93,15,26.6
060297,UNNAMED POND,7/30/1985,74.52710833,43.87700833,4.27,0,0.13,0.119,6.3,0.23,,0.026,0.024,0,1.76,0.37,0.69,0.27,,,295,0.2,0.058,0,0.003,5.22,5.15,5.15,100,20.4
060298,LOWER HELMS POND,7/23/1985,74.49238333,43.87756389,5.63,0,0.03,0.117,99.5,1.25,9,0.016,0.02,2.8,2.65,0.68,1.19,0.34,0,,151,0.208,0.027,0.001,0.003,6.02,6.99,7.08,50,25.8
060299,HELMS POND,8/17/1984,74.48627222,43.87784167,6.68,0,0.29,0.075,41.6,0.66,4.8,0.015,0.008,1.2,2.04,0.55,0.8,0.2,0.03,76,,0.079,0.019,,,5.99,6.22,6.41,20,24.3
060300,ELDON LAKE,7/30/1985,74.62766667,43.83895278,5.73,0,0.89,0.085,104.7,1.27,4.9,0.005,0.006,5.3,3.35,0.69,1.24,0.48,,,146,0.022,0.002,0,0.001,6.88,7.32,7.09,15,31.1
060301,HAYMARSH POND,8/21/1984,74.55933056,43.84311944,4.92,0,0.16,0.069,120.4,1.85,9.6,0.012,0.025,3,4.34,0.58,0.65,0.16,0.01,41,,0.074,0.003,,,6.01,6.66,7.07,60,30.4
060302,SLIM POND,8/2/1984,74.56099722,43.806175,6.31,0,0.32,0.06,11.7,0.47,4.1,0.019,,0.1,1.91,0.4,0.48,0.32,0,70,,0.032,0.034,,,5.65,5.77,5.95,20,21.7
060303,BEAR POND,8/2/1984,74.55738611,43.803675,7.29,0,0.52,0.081,22.7,0.32,5.1,0.027,0.012,0.9,2.27,0.44,0.6,0.3,0.03,116,,0.075,0.026,,,6.05,6.1,6.07,30,24.3
060304,UTOWANA LAKE,7/30/1985,74.54321944,43.83478611,5.8,0,2.77,0.088,111.4,1.59,3.9,0.009,0.011,2.7,3.81,0.65,2.2,0.43,,,33,0.038,0.008,0,0.006,6.78,7.2,7.08,10,39.9
060305,POTTER POND,8/2/1984,74.48571667,43.81589722,6.7,0,0.35,0.072,-7.1,0.52,3.8,0.008,0.011,0,1.36,0.33,0.5,0.25,0,152,,0.028,0.035,,,4.96,5.01,5.04,10,23.6
060306,EAGLE LAKE,7/30/1985,74.48766111,43.84200833,5.66,0,3.67,0.084,137.5,1.93,3.2,0.002,0.002,1.5,4.15,0.59,2.69,0.44,,,41,0.012,0.013,0,0.002,6.58,7.21,7.17,5,44.2
060308,PINE POND,8/1/1985,74.49377222,43.86200833,3.4,0,0.25,0.086,174.2,3.35,12.8,0.011,0.013,1.4,3.77,0.7,0.81,0.31,0,,169,0.602,0.049,0,0.001,6.32,6.53,7.23,80,29.7
060309,PINE POND,7/30/1985,74.50655278,43.86228611,7.96,0,0.3,0.073,-11.6,0.27,2.9,0.003,0.014,0.6,1.7,0.32,0.61,0.39,,,370,0.071,0.133,0.003,0.013,4.75,4.77,4.77,0,29
060310,CHUB POND,8/14/1984,74.45543889,43.87700833,4.76,0,0.29,0.111,59,1.98,17.7,0.019,0.018,5,3.18,0.53,0.53,0.32,,402,,0.705,0.084,,,5.54,5.52,6.02,140,26.9
060311,MINNOW POND,7/31/1985,74.44238333,43.87700833,5.08,0,8.32,0.12,79,1.15,5.1,0.008,0.005,0.2,3.15,0.58,5.44,0.48,0,,27,0.048,0.014,0,0.007,6.32,6.79,6.9,15,53.9
060312,MOHEGAN LAKE,7/31/1985,74.65016389,43.74311944,7.23,0.18,0.34,0.071,52.8,0.51,6.4,0.008,0.009,5.8,2.87,0.63,0.9,0.42,0,,143,0.092,0.037,0,0.007,6.36,6.76,6.54,35,28.2
060313,SAGAMORE LAKE,7/8/1986,74.62821944,43.76589722,6.48,0.09,0.25,0.074,28.4,0.31,7.1,0.006,0.005,6.2,2.42,0.55,0.74,0.22,0.02,310,,0.116,0.102,0,0.014,5.65,6.04,6.07,40,25.8
060315,ALUMINUM POND,8/27/1984,74.52793889,43.76895278,6.96,,0.32,0.079,22.6,0.14,12.1,0.016,0.017,9.7,2.42,0.63,1.03,0.26,,438,,0.63,0.032,,,5.72,5.6,5.59,70,27.3
060315A,RAQUETTE LAKE RESERVOIR,7/11/1985,74.651,43.79506389,7.37,,0.27,0.08,66.8,0.98,7.1,0.01,0.026,5.3,2.73,0.63,1.06,0.23,,,240,0.295,0.022,0,0.01,6.1,6.61,6.47,50,27
060316,LOWER BROWNS TRACT POND,7/31/1985,74.70044722,43.80478611,6.14,0.08,0.36,0.077,105.9,1.27,5.4,0.008,0.005,4.9,3.35,0.64,0.83,0.43,0,,52,0.038,0.002,0,0.002,7.07,7.17,7.09,20,29.2
060317,UPPER BROWNS TRACT POND,8/1/1984,74.70933611,43.80228611,6.06,0,0.41,0.098,132.9,1.24,8.4,0.013,,6.5,3.9,0.74,0.89,0.44,0.01,96,,0.183,0.005,,,6.8,7.02,7.22,60,33
060318,FOX POND,7/25/1985,74.66628056,43.81311944,3.03,0,0.2,0.035,-36.9,1.62,9.8,0.026,0.03,0.9,0.63,0.13,0.2,0.11,0,,66,0.385,0.029,0,0.013,4.09,4.38,4.38,90,23.6
060319,CRANBERRY POND,8/24/1984,74.69850278,43.84061944,5.86,0.05,0.37,0.128,81.3,1.74,10,0.058,0.031,5.2,3.09,0.64,0.89,0.46,0.01,124,,0.755,0.047,,,6.53,6.16,6.75,90,27.5
060322,UPPER HAYMARSH POND,8/21/1984,74.73795,43.83923056,5.3,0.03,0.26,0.083,15.8,0.61,6.6,0.012,0.012,2.7,2.29,0.36,0.64,0.28,0.06,207,,0.336,0.054,,,5.65,5.84,5.88,35,22.4
060323,UNNAMED POND,8/21/1984,74.73128333,43.84561944,8.14,0,0.2,0.106,5.2,0.22,3.4,0.01,0.014,4.1,2.32,0.38,0.51,0.12,0.02,139,,0.021,0.019,,,5.66,5.62,5.61,5,23.4
060324,SHALLOW LAKE,8/3/1984,74.74406111,43.81673056,5.98,0,0.28,0.116,69.4,0.69,4.5,0.008,0.011,4.5,2.51,0.52,0.67,0.42,0.01,38,,0.051,0.003,,,6.35,6.8,6.64,30,26.3
060325,PELCHER POND,8/20/1984,74.71739167,43.82478611,6.32,0,0.13,0.116,-5,,3.7,0.007,0.007,0.2,1.72,0.35,0.49,0.34,,165,,0.071,0.091,,,5,,5.04,,
060326,LOWER CHAIN POND,8/9/1984,74.81322778,43.80256389,5.54,0,0.26,0.101,-26.9,0.67,,0.016,0.015,0.3,0.9,0.2,0.25,0.39,0.03,210,,0.12,0.042,,,4.43,4.55,4.57,30,25.3
060327,MIDDLE CHAIN POND,8/9/1984,74.81322778,43.80478611,5.67,0.01,0.31,0.097,-24.2,0.5,,0.026,0.024,0.1,1.02,0.21,0.27,0.39,0.03,266,,0.122,0.042,,,4.48,4.65,4.65,25,24.7
060328,UPPER CHAIN POND,8/9/1984,74.81322778,43.80784167,5.54,0.01,0.29,0.086,-21.3,0.93,,0.019,0.024,0.3,0.93,0.2,0.25,0.4,0.04,256,,0.131,0.04,,,4.44,4.59,4.6,30,24.3
060329,QUEER LAKE,7/8/1986,74.80656111,43.813675,5.89,0.2,0.26,0.072,1.9,0,2.3,0.002,0.002,1.9,1.85,0.33,0.37,0.35,0.05,113,,0.028,0.068,0,0.014,5.43,5.47,5.42,5,22.4
060330,UNNAMED POND,7/31/1984,74.77683889,43.82034167,6.99,0,0.34,0.07,3.2,0.42,4.3,0.018,0.018,0.2,1.63,0.28,0.34,0.41,,207,,0.122,0.062,,,5.25,5.35,5.31,25,25.5
060331,LONE POND,8/27/1984,74.67933611,43.85839722,5.12,0,0.26,0.095,-16.8,0.73,6.7,0.017,0.016,0.5,1.27,0.29,0.32,0.5,,88,,0.089,0.067,,,5.12,4.8,4.82,30,21.2
070681B,UNNAMED POND,8/10/1987,74.59819722,43.03007222,6.06,0,0.46,0.051,1684,22.01,8.1,0.039,0.034,0.8,24.04,7.43,1.09,0.14,0,36,,0.272,0.018,0,0.001,7.75,7.94,8.17,35,164.6
070689,VANDENBURG POND,8/13/1987,74.36791389,43.11840556,5,0.01,1.11,0.068,89,1.24,6,0.04,0.01,0.6,2.71,0.57,0.99,0.19,0,14,,0.087,0.017,0,0.002,6.29,6.81,6.87,20,27
070690,WOODWORTH POND,8/13/1987,74.33930278,43.12257222,6.25,0.01,0.6,0.043,110.9,1.35,5.4,0.007,0.005,1.6,3.37,0.84,0.49,0.36,0,41,,0.009,0,0,0.002,6.6,7.06,6.99,25,30.2
070692A,UNNAMED POND,8/12/1987,74.46347222,43.10618333,2.46,0.06,17.48,0.083,169.5,2.85,19.2,0.047,0.047,4.4,4.38,0.85,7.86,0.65,,187,,0.619,0.145,0,0.008,6.59,6.29,6.95,175,
070698,WEST CAROGA LAKE,8/12/1987,74.49069722,43.13173889,5.12,0.02,7.25,0.049,182,2.33,4.3,0.003,0.002,3,4.51,0.91,3.97,0.38,,46,,0.03,0.01,0,0.014,6.95,7.44,7.36,15,55.4
